,comp,comp_id,date,guest_points,guest_result,guest_team,guest_team_short,home_points,home_result,home_team,home_team_short,host,league,site,time,weapon,winner
430,9,LP2.BuLi Süd1I,08.10.2017,4,1826,Auerhahn Steinberg,Auerhahn Steinberg,1,1767,SV Hubertus Rettenbach,SV Hubertus Rettenbach,SV Hubertus Rettenbach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=1,11.00 Uhr,Luftpistole,guest
431,10,LP2.BuLi Süd1J,08.10.2017,1,1821,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,4,1807,Bogenschützen Grund,Bogenschützen Grund,SV Hubertus Rettenbach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=1,12.30 Uhr,Luftpistole,home
432,11,LP2.BuLi Süd1K,08.10.2017,2,1806,Bogenschützen Grund,Bogenschützen Grund,3,1822,Auerhahn Steinberg,Auerhahn Steinberg,SV Hubertus Rettenbach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=1,14.45 Uhr,Luftpistole,home
433,12,LP2.BuLi Süd1L,08.10.2017,3,1821,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,2,1811,SV Hubertus Rettenbach,SV Hubertus Rettenbach,SV Hubertus Rettenbach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=1,16.15 Uhr,Luftpistole,guest
434,1,LP2.BuLi Süd2A,22.10.2017,0,0,FSG Hilpoltstein,Hilpoltstein,0,0,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=2,11.00 Uhr,Luftpistole,guest
435,2,LP2.BuLi Süd2B,22.10.2017,0,0,HSG München,HSG München,0,0,Auerhahn Steinberg,Auerhahn Steinberg,Adlerschützen Unteriglbach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=2,12.30 Uhr,Luftpistole,guest
436,3,LP2.BuLi Süd2C,22.10.2017,0,0,Auerhahn Steinberg,Auerhahn Steinberg,0,0,FSG Hilpoltstein,Hilpoltstein,Adlerschützen Unteriglbach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=2,14.45 Uhr,Luftpistole,guest
437,4,LP2.BuLi Süd2D,22.10.2017,0,0,HSG München,HSG München,0,0,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=2,16.15 Uhr,Luftpistole,guest
438,5,LP2.BuLi Süd2E,22.10.2017,0,0,SG Eintracht Garching,SG Eintracht Garching,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,Singoldschützen Großaitingen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=2,11.00 Uhr,Luftpistole,guest
439,6,LP2.BuLi Süd2F,22.10.2017,0,0,SV Kelheim-Gmünd II,SV Kelheim-Gmünd II,0,0,HSG Erlangen,HSG Erlangen,Singoldschützen Großaitingen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=2,12.30 Uhr,Luftpistole,guest
440,7,LP2.BuLi Süd2G,22.10.2017,0,0,HSG Erlangen,HSG Erlangen,0,0,SG Eintracht Garching,SG Eintracht Garching,Singoldschützen Großaitingen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=2,14.45 Uhr,Luftpistole,guest
441,8,LP2.BuLi Süd2H,22.10.2017,0,0,SV Kelheim-Gmünd II,SV Kelheim-Gmünd II,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,Singoldschützen Großaitingen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=2,16.15 Uhr,Luftpistole,guest
442,9,LP2.BuLi Süd2I,22.10.2017,0,0,Bogenschützen Grund,Bogenschützen Grund,0,0,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=2,11.00 Uhr,Luftpistole,guest
443,10,LP2.BuLi Süd2J,22.10.2017,0,0,SV Hubertus Rettenbach,SV Hubertus Rettenbach,0,0,SSG Dynamit Fürth II,SSG Dynamit Fürth II,SG 1898 Thumsenreuth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=2,12.30 Uhr,Luftpistole,guest
444,11,LP2.BuLi Süd2K,22.10.2017,0,0,SSG Dynamit Fürth II,SSG Dynamit Fürth II,0,0,Bogenschützen Grund,Bogenschützen Grund,SG 1898 Thumsenreuth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=2,14.45 Uhr,Luftpistole,guest
445,12,LP2.BuLi Süd2L,22.10.2017,0,0,SV Hubertus Rettenbach,SV Hubertus Rettenbach,0,0,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=2,16.15 Uhr,Luftpistole,guest
446,1,LP2.BuLi Süd3A,05.11.2017,0,0,HSG München,HSG München,0,0,SSG Dynamit Fürth II,SSG Dynamit Fürth II,SSG Dynamit Fürth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=3,11.00 Uhr,Luftpistole,guest
447,2,LP2.BuLi Süd3B,05.11.2017,0,0,FSG Hilpoltstein,Hilpoltstein,0,0,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,SSG Dynamit Fürth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=3,12.30 Uhr,Luftpistole,guest
448,3,LP2.BuLi Süd3C,05.11.2017,0,0,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,0,0,HSG München,HSG München,SSG Dynamit Fürth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=3,14.45 Uhr,Luftpistole,guest
449,4,LP2.BuLi Süd3D,05.11.2017,0,0,FSG Hilpoltstein,Hilpoltstein,0,0,SSG Dynamit Fürth II,SSG Dynamit Fürth II,SSG Dynamit Fürth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=3,16.15 Uhr,Luftpistole,guest
450,5,LP2.BuLi Süd3E,05.11.2017,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,0,0,Bogenschützen Grund,Bogenschützen Grund,Bogenschützen Grund,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=3,11.00 Uhr,Luftpistole,guest
451,6,LP2.BuLi Süd3F,05.11.2017,0,0,HSG Erlangen,HSG Erlangen,0,0,SV Hubertus Rettenbach,SV Hubertus Rettenbach,Bogenschützen Grund,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=3,12.30 Uhr,Luftpistole,guest
452,7,LP2.BuLi Süd3G,05.11.2017,0,0,SV Hubertus Rettenbach,SV Hubertus Rettenbach,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,Bogenschützen Grund,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=3,14.45 Uhr,Luftpistole,guest
453,8,LP2.BuLi Süd3H,05.11.2017,0,0,HSG Erlangen,HSG Erlangen,0,0,Bogenschützen Grund,Bogenschützen Grund,Bogenschützen Grund,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=3,16.15 Uhr,Luftpistole,guest
454,9,LP2.BuLi Süd3I,05.11.2017,0,0,SV Kelheim-Gmünd II,SV Kelheim-Gmünd II,0,0,Auerhahn Steinberg,Auerhahn Steinberg,Auerhahn Steinberg,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=3,11.00 Uhr,Luftpistole,guest
455,10,LP2.BuLi Süd3J,05.11.2017,0,0,SG Eintracht Garching,SG Eintracht Garching,0,0,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,Auerhahn Steinberg,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=3,12.30 Uhr,Luftpistole,guest
456,11,LP2.BuLi Süd3K,05.11.2017,0,0,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,0,0,SV Kelheim-Gmünd II,SV Kelheim-Gmünd II,Auerhahn Steinberg,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=3,14.45 Uhr,Luftpistole,guest
457,12,LP2.BuLi Süd3L,05.11.2017,0,0,SG Eintracht Garching,SG Eintracht Garching,0,0,Auerhahn Steinberg,Auerhahn Steinberg,Auerhahn Steinberg,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=3,16.15 Uhr,Luftpistole,guest
458,1,LP2.BuLi Süd4A,19.11.2017,0,0,Bogenschützen Grund,Bogenschützen Grund,0,0,SV Hubertus Rettenbach,SV Hubertus Rettenbach,SG Eintracht Garching,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=4,11.00 Uhr,Luftpistole,guest
459,2,LP2.BuLi Süd4B,19.11.2017,0,0,SV Kelheim-Gmünd II,SV Kelheim-Gmünd II,0,0,SG Eintracht Garching,SG Eintracht Garching,SG Eintracht Garching,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=4,12.30 Uhr,Luftpistole,guest
460,3,LP2.BuLi Süd4C,19.11.2017,0,0,FSG Hilpoltstein,Hilpoltstein,0,0,HSG München,HSG München,Adlerschützen Unteriglbach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=4,11.00 Uhr,Luftpistole,guest
461,4,LP2.BuLi Süd4D,19.11.2017,0,0,Auerhahn Steinberg,Auerhahn Steinberg,0,0,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=4,12.30 Uhr,Luftpistole,guest
462,5,LP2.BuLi Süd4E,19.11.2017,0,0,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,0,0,SSG Dynamit Fürth II,SSG Dynamit Fürth II,Singoldschützen Großaitingen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=4,11.00 Uhr,Luftpistole,guest
463,6,LP2.BuLi Süd4F,19.11.2017,0,0,HSG Erlangen,HSG Erlangen,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,Singoldschützen Großaitingen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=4,12.30 Uhr,Luftpistole,guest
464,1,LP2.BuLi Süd5A,03.12.2017,0,0,Auerhahn Steinberg,Auerhahn Steinberg,0,0,SSG Dynamit Fürth II,SSG Dynamit Fürth II,SSG Dynamit Fürth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=5,11.00 Uhr,Luftpistole,guest
465,2,LP2.BuLi Süd5B,03.12.2017,0,0,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,0,0,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,SSG Dynamit Fürth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=5,12.30 Uhr,Luftpistole,guest
466,3,LP2.BuLi Süd5C,03.12.2017,0,0,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,0,0,Auerhahn Steinberg,Auerhahn Steinberg,SSG Dynamit Fürth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=5,14.45 Uhr,Luftpistole,guest
467,4,LP2.BuLi Süd5D,03.12.2017,0,0,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,0,0,SSG Dynamit Fürth II,SSG Dynamit Fürth II,SSG Dynamit Fürth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=5,16.15 Uhr,Luftpistole,guest
468,5,LP2.BuLi Süd5E,03.12.2017,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,0,0,FSG Hilpoltstein,Hilpoltstein,Hilpoltstein,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=5,11.00 Uhr,Luftpistole,guest
469,6,LP2.BuLi Süd5F,03.12.2017,0,0,HSG Erlangen,HSG Erlangen,0,0,HSG München,HSG München,Hilpoltstein,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=5,12.30 Uhr,Luftpistole,guest
470,7,LP2.BuLi Süd5G,03.12.2017,0,0,HSG München,HSG München,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,Hilpoltstein,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=5,14.45 Uhr,Luftpistole,guest
471,8,LP2.BuLi Süd5H,03.12.2017,0,0,HSG Erlangen,HSG Erlangen,0,0,FSG Hilpoltstein,Hilpoltstein,Hilpoltstein,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=5,16.15 Uhr,Luftpistole,guest
472,9,LP2.BuLi Süd5I,03.12.2017,0,0,SV Hubertus Rettenbach,SV Hubertus Rettenbach,0,0,SV Kelheim-Gmünd II,SV Kelheim-Gmünd II,SV Kelheim-Gmünd,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=5,11.00 Uhr,Luftpistole,guest
473,10,LP2.BuLi Süd5J,03.12.2017,0,0,Bogenschützen Grund,Bogenschützen Grund,0,0,SG Eintracht Garching,SG Eintracht Garching,SV Kelheim-Gmünd,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=5,12.30 Uhr,Luftpistole,guest
474,11,LP2.BuLi Süd5K,03.12.2017,0,0,SG Eintracht Garching,SG Eintracht Garching,0,0,SV Hubertus Rettenbach,SV Hubertus Rettenbach,SV Kelheim-Gmünd,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=5,14.45 Uhr,Luftpistole,guest
475,12,LP2.BuLi Süd5L,03.12.2017,0,0,Bogenschützen Grund,Bogenschützen Grund,0,0,SV Kelheim-Gmünd II,SV Kelheim-Gmünd II,SV Kelheim-Gmünd,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=5,16.15 Uhr,Luftpistole,guest
476,1,LP2.BuLi Süd6A,07.01.2018,0,0,Auerhahn Steinberg,Auerhahn Steinberg,0,0,HSG Erlangen,HSG Erlangen,HSG Erlangen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=6,11.00 Uhr,Luftpistole,guest
477,2,LP2.BuLi Süd6B,07.01.2018,0,0,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,HSG Erlangen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=6,12.30 Uhr,Luftpistole,guest
478,3,LP2.BuLi Süd6C,07.01.2018,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,0,0,Auerhahn Steinberg,Auerhahn Steinberg,HSG Erlangen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=6,14.45 Uhr,Luftpistole,guest
479,4,LP2.BuLi Süd6D,07.01.2018,0,0,Adlerschützen Unteriglbach,Adlerschützen Unteriglbach,0,0,HSG Erlangen,HSG Erlangen,HSG Erlangen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=6,16.15 Uhr,Luftpistole,guest
480,5,LP2.BuLi Süd6E,07.01.2018,0,0,FSG Hilpoltstein,Hilpoltstein,0,0,Bogenschützen Grund,Bogenschützen Grund,Bogenschützen Grund,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=6,11.00 Uhr,Luftpistole,guest
481,6,LP2.BuLi Süd6F,07.01.2018,0,0,HSG München,HSG München,0,0,SV Hubertus Rettenbach,SV Hubertus Rettenbach,Bogenschützen Grund,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=6,12.30 Uhr,Luftpistole,guest
482,7,LP2.BuLi Süd6G,07.01.2018,0,0,SV Hubertus Rettenbach,SV Hubertus Rettenbach,0,0,FSG Hilpoltstein,Hilpoltstein,Bogenschützen Grund,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=6,14.45 Uhr,Luftpistole,guest
483,8,LP2.BuLi Süd6H,07.01.2018,0,0,HSG München,HSG München,0,0,Bogenschützen Grund,Bogenschützen Grund,Bogenschützen Grund,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=6,16.15 Uhr,Luftpistole,guest
484,9,LP2.BuLi Süd6I,07.01.2018,0,0,SG Eintracht Garching,SG Eintracht Garching,0,0,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=6,11.00 Uhr,Luftpistole,guest
485,10,LP2.BuLi Süd6J,07.01.2018,0,0,SV Kelheim-Gmünd II,SV Kelheim-Gmünd II,0,0,SSG Dynamit Fürth II,SSG Dynamit Fürth II,SG 1898 Thumsenreuth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=6,12.30 Uhr,Luftpistole,guest
486,11,LP2.BuLi Süd6K,07.01.2018,0,0,SSG Dynamit Fürth II,SSG Dynamit Fürth II,0,0,SG Eintracht Garching,SG Eintracht Garching,SG 1898 Thumsenreuth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=6,14.45 Uhr,Luftpistole,guest
487,12,LP2.BuLi Süd6L,07.01.2018,0,0,SV Kelheim-Gmünd II,SV Kelheim-Gmünd II,0,0,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=6,16.15 Uhr,Luftpistole,guest
488,1,LP1.BuLi Nord1A,07.10.2017,1,1840,SV Schirumer Leegmoor,SV Schirumer Leegmoor,4,1855,Freischütz Wathlingen,Freischütz Wathlingen,Sp.Sch. Fahrdorf,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=1,16.00 Uhr,Luftpistole,home
489,2,LP1.BuLi Nord1B,07.10.2017,3,1842,Spsch Raesfeld,Spsch Raesfeld,2,1851,Sp.Sch. Fahrdorf,Sp.Sch. Fahrdorf,Sp.Sch. Fahrdorf,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=1,17.30 Uhr,Luftpistole,guest
490,3,LP1.BuLi Nord1C,07.10.2017,4,1882,SV Bassum von 1848,SV Bassum von 1848,1,1813,Sp.Sch.St.Seb.Pier2000,Sp.Sch.St.Seb.Pier2000,Sp.Sch. Fahrdorf,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=1,19.00 Uhr,Luftpistole,guest
491,4,LP1.BuLi Nord1D,07.10.2017,5,1900,Braunschweiger SG,Braunschweiger SG,0,1851,SV Falke Dasbach,SV Falke Dasbach,SSG Teutoburger Wald,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=1,16.60 Uhr,Luftpistole,guest
492,5,LP1.BuLi Nord1E,07.10.2017,1,1816,SSG Teutoburger Wald,SSG Teutoburger Wald,4,1859,SV Uetze,SV Uetze,SSG Teutoburger Wald,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=1,17.30 Uhr,Luftpistole,home
493,6,LP1.BuLi Nord1F,07.10.2017,0,1871,PSV Olympia Berlin,PSV Olympia Berlin,5,1906,SV 1935 Kriftel,SV 1935 Kriftel,SSG Teutoburger Wald,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=1,19.00 Uhr,Luftpistole,home
494,1,LP1.BuLi Nord2A,08.10.2017,2,1852,SV Schirumer Leegmoor,SV Schirumer Leegmoor,3,1871,SV Bassum von 1848,SV Bassum von 1848,Sp.Sch. Fahrdorf,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=2,10.00 Uhr,Luftpistole,home
495,2,LP1.BuLi Nord2B,08.10.2017,1,1825,Sp.Sch.St.Seb.Pier2000,Sp.Sch.St.Seb.Pier2000,4,1850,Sp.Sch. Fahrdorf,Sp.Sch. Fahrdorf,Sp.Sch. Fahrdorf,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=2,11.30 Uhr,Luftpistole,home
496,3,LP1.BuLi Nord2C,08.10.2017,2,1845,Freischütz Wathlingen,Freischütz Wathlingen,3,1839,Spsch Raesfeld,Spsch Raesfeld,Sp.Sch. Fahrdorf,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=2,13.00 Uhr,Luftpistole,home
497,4,LP1.BuLi Nord2D,08.10.2017,5,1897,Braunschweiger SG,Braunschweiger SG,0,1858,SV Uetze,SV Uetze,SSG Teutoburger Wald,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=2,10.00 Uhr,Luftpistole,guest
498,5,LP1.BuLi Nord2E,08.10.2017,0,1806,SSG Teutoburger Wald,SSG Teutoburger Wald,5,1874,PSV Olympia Berlin,PSV Olympia Berlin,SSG Teutoburger Wald,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=2,11.30 Uhr,Luftpistole,home
499,6,LP1.BuLi Nord2F,08.10.2017,5,1896,SV 1935 Kriftel,SV 1935 Kriftel,0,1825,SV Falke Dasbach,SV Falke Dasbach,SSG Teutoburger Wald,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=2,13.00 Uhr,Luftpistole,guest
500,1,LP1.BuLi Nord3A,21.10.2017,0,0,Freischütz Wathlingen,Freischütz Wathlingen,0,0,Sp.Sch.St.Seb.Pier2000,Sp.Sch.St.Seb.Pier2000,SV Falke Dasbach,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=3,16.00 Uhr,Luftpistole,guest
501,2,LP1.BuLi Nord3B,21.10.2017,0,0,SV Falke Dasbach,SV Falke Dasbach,0,0,SSG Teutoburger Wald,SSG Teutoburger Wald,SV Falke Dasbach,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=3,17.30 Uhr,Luftpistole,guest
502,3,LP1.BuLi Nord3C,21.10.2017,0,0,SV Uetze,SV Uetze,0,0,Spsch Raesfeld,Spsch Raesfeld,SV Falke Dasbach,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=3,19.00 Uhr,Luftpistole,guest
503,4,LP1.BuLi Nord3D,21.10.2017,0,0,Braunschweiger SG,Braunschweiger SG,0,0,SV 1935 Kriftel,SV 1935 Kriftel,SV Bassum von 1848,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=3,16.00 Uhr,Luftpistole,guest
504,5,LP1.BuLi Nord3E,21.10.2017,0,0,Sp.Sch. Fahrdorf,Sp.Sch. Fahrdorf,0,0,SV Bassum von 1848,SV Bassum von 1848,SV Bassum von 1848,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=3,17.30 Uhr,Luftpistole,guest
505,6,LP1.BuLi Nord3F,21.10.2017,0,0,PSV Olympia Berlin,PSV Olympia Berlin,0,0,SV Schirumer Leegmoor,SV Schirumer Leegmoor,SV Bassum von 1848,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=3,19.00 Uhr,Luftpistole,guest
506,1,LP1.BuLi Nord4A,22.10.2017,0,0,Spsch Raesfeld,Spsch Raesfeld,0,0,Sp.Sch.St.Seb.Pier2000,Sp.Sch.St.Seb.Pier2000,SV Falke Dasbach,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=4,10.00 Uhr,Luftpistole,guest
507,2,LP1.BuLi Nord4B,22.10.2017,0,0,SV Uetze,SV Uetze,0,0,SV Falke Dasbach,SV Falke Dasbach,SV Falke Dasbach,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=4,11.30 Uhr,Luftpistole,guest
508,3,LP1.BuLi Nord4C,22.10.2017,0,0,Freischütz Wathlingen,Freischütz Wathlingen,0,0,SSG Teutoburger Wald,SSG Teutoburger Wald,SV Falke Dasbach,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=4,13.00 Uhr,Luftpistole,guest
509,4,LP1.BuLi Nord4D,22.10.2017,0,0,SV Schirumer Leegmoor,SV Schirumer Leegmoor,0,0,Braunschweiger SG,Braunschweiger SG,SV Bassum von 1848,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=4,10.00 Uhr,Luftpistole,guest
510,5,LP1.BuLi Nord4E,22.10.2017,0,0,PSV Olympia Berlin,PSV Olympia Berlin,0,0,SV Bassum von 1848,SV Bassum von 1848,SV Bassum von 1848,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=4,11.30 Uhr,Luftpistole,guest
511,6,LP1.BuLi Nord4F,22.10.2017,0,0,SV 1935 Kriftel,SV 1935 Kriftel,0,0,Sp.Sch. Fahrdorf,Sp.Sch. Fahrdorf,SV Bassum von 1848,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=4,13.00 Uhr,Luftpistole,guest
512,1,LP1.BuLi Nord5A,04.11.2017,0,0,SV Bassum von 1848,SV Bassum von 1848,0,0,SV Uetze,SV Uetze,Braunschweiger SG,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=5,16.00 Uhr,Luftpistole,guest
513,2,LP1.BuLi Nord5B,04.11.2017,0,0,Sp.Sch. Fahrdorf,Sp.Sch. Fahrdorf,0,0,Braunschweiger SG,Braunschweiger SG,Braunschweiger SG,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=6&wettkampf=5,17.30 Uhr,Luftpistole,guest
