,comp,comp_id,date,guest_points,guest_result,guest_team,guest_team_short,home_points,home_result,home_team,home_team_short,host,league,site,time,weapon,winner
170,5,LG2.BuLi Süd6E,14.01.2018,0,0,Hubertus Kastl,Hubertus Kastl,0,0,SG Zaitzkofen,SG Zaitzkofen,SG Zaitzkofen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=6,11.00 Uhr,Luftgewehr,guest
171,6,LG2.BuLi Süd6F,14.01.2018,0,0,Post SV Plattling,Post SV Plattling,0,0,Kgl. Priv. FSG Titting,Kgl. Priv.  Titting,SG Zaitzkofen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=6,12.30 Uhr,Luftgewehr,guest
172,7,LG2.BuLi Süd6G,14.01.2018,0,0,Kgl. Priv. FSG Titting,Kgl. Priv.  Titting,0,0,Hubertus Kastl,Hubertus Kastl,SG Zaitzkofen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=6,14.45 Uhr,Luftgewehr,guest
173,8,LG2.BuLi Süd6H,14.01.2018,0,0,Post SV Plattling,Post SV Plattling,0,0,SG Zaitzkofen,SG Zaitzkofen,SG Zaitzkofen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=6,16.15 Uhr,Luftgewehr,guest
174,9,LG2.BuLi Süd6I,14.01.2018,0,0,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,0,0,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=6,11.00 Uhr,Luftgewehr,guest
175,10,LG2.BuLi Süd6J,14.01.2018,0,0,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,Buchenlaub Buch am Buchrain,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=6,12.30 Uhr,Luftgewehr,guest
176,11,LG2.BuLi Süd6K,14.01.2018,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,0,0,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,Buchenlaub Buch am Buchrain,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=6,14.45 Uhr,Luftgewehr,guest
177,12,LG2.BuLi Süd6L,14.01.2018,0,0,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,0,0,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=6,16.15 Uhr,Luftgewehr,guest
178,1,LG1.BuLi Nord1A,14.10.2017,0,0,SB Freiheit I,SB Freiheit I,0,0,SSG Kevelaer,SSG Kevelaer,TuS Hilgert,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=1,16.00 Uhr,Luftgewehr,guest
179,2,LG1.BuLi Nord1B,14.10.2017,0,0,ST Hubertus Elsen,ST Hubertus Elsen,0,0,TuS Hilgert,TuS Hilgert,TuS Hilgert,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=1,17.30 Uhr,Luftgewehr,guest
180,3,LG1.BuLi Nord1C,14.10.2017,0,0,SV Gölzau I,SV Gölzau I,0,0,SG Hamm I,SG Hamm I,TuS Hilgert,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=1,19.00 Uhr,Luftgewehr,guest
181,4,LG1.BuLi Nord1D,14.10.2017,0,0,SV Wieckenberg,SV Wieckenberg,0,0,Braunschweiger SG 1545,Braunschweiger SG 1545,BSV Buer-Bülse,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=1,16.00 Uhr,Luftgewehr,guest
182,5,LG1.BuLi Nord1E,14.10.2017,0,0,KKS Nordstemmen I,KKS Nordstemmen I,0,0,BSV Buer-Bülse I,BSV Buer-Bülse I,BSV Buer-Bülse,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=1,17.30 Uhr,Luftgewehr,guest
183,6,LG1.BuLi Nord1F,14.10.2017,0,0,SG 1920 Mengshausen,SG 1920 Mengshausen,0,0,Wissener SV,Wissener SV,BSV Buer-Bülse,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=1,19.00 Uhr,Luftgewehr,guest
184,1,LG1.BuLi Nord2A,15.10.2017,0,0,SB Freiheit I,SB Freiheit I,0,0,SV Gölzau I,SV Gölzau I,TuS Hilgert,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=2,10.00 Uhr,Luftgewehr,guest
185,2,LG1.BuLi Nord2B,15.10.2017,0,0,SG Hamm I,SG Hamm I,0,0,TuS Hilgert,TuS Hilgert,TuS Hilgert,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=2,11.30 Uhr,Luftgewehr,guest
186,3,LG1.BuLi Nord2C,15.10.2017,0,0,SSG Kevelaer,SSG Kevelaer,0,0,ST Hubertus Elsen,ST Hubertus Elsen,TuS Hilgert,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=2,13.00 Uhr,Luftgewehr,guest
187,4,LG1.BuLi Nord2D,15.10.2017,0,0,KKS Nordstemmen I,KKS Nordstemmen I,0,0,Braunschweiger SG 1545,Braunschweiger SG 1545,BSV Buer-Bülse,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=2,10.00 Uhr,Luftgewehr,guest
188,5,LG1.BuLi Nord2E,15.10.2017,0,0,Wissener SV,Wissener SV,0,0,BSV Buer-Bülse I,BSV Buer-Bülse I,BSV Buer-Bülse,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=2,11.30 Uhr,Luftgewehr,guest
189,6,LG1.BuLi Nord2F,15.10.2017,0,0,SV Wieckenberg,SV Wieckenberg,0,0,SG 1920 Mengshausen,SG 1920 Mengshausen,BSV Buer-Bülse,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=2,13.00 Uhr,Luftgewehr,guest
190,1,LG1.BuLi Nord3A,28.10.2017,0,0,SSG Kevelaer,SSG Kevelaer,0,0,SG Hamm I,SG Hamm I,SV Wieckenberg,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=3,16.00 Uhr,Luftgewehr,guest
191,2,LG1.BuLi Nord3B,28.10.2017,0,0,BSV Buer-Bülse I,BSV Buer-Bülse I,0,0,SV Wieckenberg,SV Wieckenberg,SV Wieckenberg,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=3,17.30 Uhr,Luftgewehr,guest
192,3,LG1.BuLi Nord3C,28.10.2017,0,0,Braunschweiger SG 1545,Braunschweiger SG 1545,0,0,ST Hubertus Elsen,ST Hubertus Elsen,SV Wieckenberg,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=3,19.00 Uhr,Luftgewehr,guest
193,4,LG1.BuLi Nord3D,28.10.2017,0,0,KKS Nordstemmen I,KKS Nordstemmen I,0,0,Wissener SV,Wissener SV,SV Gölzau,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=3,16.00 Uhr,Luftgewehr,guest
194,5,LG1.BuLi Nord3E,28.10.2017,0,0,TuS Hilgert,TuS Hilgert,0,0,SV Gölzau I,SV Gölzau I,SV Gölzau,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=3,17.30 Uhr,Luftgewehr,guest
195,6,LG1.BuLi Nord3F,28.10.2017,0,0,SG 1920 Mengshausen,SG 1920 Mengshausen,0,0,SB Freiheit I,SB Freiheit I,SV Gölzau,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=3,19.00 Uhr,Luftgewehr,guest
196,1,LG1.BuLi Nord4A,29.10.2017,0,0,Braunschweiger SG 1545,Braunschweiger SG 1545,0,0,BSV Buer-Bülse I,BSV Buer-Bülse I,SV Wieckenberg,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=4,10.00 Uhr,Luftgewehr,guest
197,2,LG1.BuLi Nord4B,29.10.2017,0,0,SSG Kevelaer,SSG Kevelaer,0,0,SV Wieckenberg,SV Wieckenberg,SV Wieckenberg,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=4,11.30 Uhr,Luftgewehr,guest
198,3,LG1.BuLi Nord4C,29.10.2017,0,0,ST Hubertus Elsen,ST Hubertus Elsen,0,0,SG Hamm I,SG Hamm I,SV Wieckenberg,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=4,13.00 Uhr,Luftgewehr,guest
199,4,LG1.BuLi Nord4D,29.10.2017,0,0,Wissener SV,Wissener SV,0,0,TuS Hilgert,TuS Hilgert,SV Gölzau,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=4,10.00 Uhr,Luftgewehr,guest
200,5,LG1.BuLi Nord4E,29.10.2017,0,0,SG 1920 Mengshausen,SG 1920 Mengshausen,0,0,SV Gölzau I,SV Gölzau I,SV Gölzau,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=4,11.30 Uhr,Luftgewehr,guest
201,6,LG1.BuLi Nord4F,29.10.2017,0,0,SB Freiheit I,SB Freiheit I,0,0,KKS Nordstemmen I,KKS Nordstemmen I,SV Gölzau,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=4,13.00 Uhr,Luftgewehr,guest
202,1,LG1.BuLi Nord5A,11.11.2017,0,0,Braunschweiger SG 1545,Braunschweiger SG 1545,0,0,SG Hamm I,SG Hamm I,KKS Nordstemmen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=5,16.00 Uhr,Luftgewehr,guest
203,2,LG1.BuLi Nord5B,11.11.2017,0,0,SV Gölzau I,SV Gölzau I,0,0,KKS Nordstemmen I,KKS Nordstemmen I,KKS Nordstemmen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=5,17.30 Uhr,Luftgewehr,guest
204,3,LG1.BuLi Nord5C,11.11.2017,0,0,TuS Hilgert,TuS Hilgert,0,0,SG 1920 Mengshausen,SG 1920 Mengshausen,KKS Nordstemmen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=5,19.00 Uhr,Luftgewehr,guest
205,4,LG1.BuLi Nord5D,11.11.2017,0,0,ST Hubertus Elsen,ST Hubertus Elsen,0,0,SV Wieckenberg,SV Wieckenberg,SB Freiheit,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=5,16.00 Uhr,Luftgewehr,guest
206,5,LG1.BuLi Nord5E,11.11.2017,0,0,Wissener SV,Wissener SV,0,0,SB Freiheit I,SB Freiheit I,SB Freiheit,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=5,17.30 Uhr,Luftgewehr,guest
207,6,LG1.BuLi Nord5F,11.11.2017,0,0,SSG Kevelaer,SSG Kevelaer,0,0,BSV Buer-Bülse I,BSV Buer-Bülse I,SB Freiheit,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=5,19.00 Uhr,Luftgewehr,guest
208,1,LG1.BuLi Nord6A,12.11.2017,0,0,SG Hamm I,SG Hamm I,0,0,SG 1920 Mengshausen,SG 1920 Mengshausen,KKS Nordstemmen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=6,10.00 Uhr,Luftgewehr,guest
209,2,LG1.BuLi Nord6B,12.11.2017,0,0,TuS Hilgert,TuS Hilgert,0,0,KKS Nordstemmen I,KKS Nordstemmen I,KKS Nordstemmen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=6,11.30 Uhr,Luftgewehr,guest
210,3,LG1.BuLi Nord6C,12.11.2017,0,0,SV Gölzau I,SV Gölzau I,0,0,Braunschweiger SG 1545,Braunschweiger SG 1545,KKS Nordstemmen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=6,13.00 Uhr,Luftgewehr,guest
211,4,LG1.BuLi Nord6D,12.11.2017,0,0,BSV Buer-Bülse I,BSV Buer-Bülse I,0,0,ST Hubertus Elsen,ST Hubertus Elsen,SB Freiheit,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=6,10.00 Uhr,Luftgewehr,guest
212,5,LG1.BuLi Nord6E,12.11.2017,0,0,SV Wieckenberg,SV Wieckenberg,0,0,SB Freiheit I,SB Freiheit I,SB Freiheit,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=6,11.30 Uhr,Luftgewehr,guest
213,6,LG1.BuLi Nord6F,12.11.2017,0,0,Wissener SV,Wissener SV,0,0,SSG Kevelaer,SSG Kevelaer,SB Freiheit,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=6,13.00 Uhr,Luftgewehr,guest
214,1,LG1.BuLi Nord7A,25.11.2017,0,0,SG 1920 Mengshausen,SG 1920 Mengshausen,0,0,SSG Kevelaer,SSG Kevelaer,Braunschweiger SG 1545,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=7,16.00 Uhr,Luftgewehr,guest
215,2,LG1.BuLi Nord7B,25.11.2017,0,0,Wissener SV,Wissener SV,0,0,Braunschweiger SG 1545,Braunschweiger SG 1545,Braunschweiger SG 1545,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=7,17.30 Uhr,Luftgewehr,guest
216,3,LG1.BuLi Nord7C,25.11.2017,0,0,SV Gölzau I,SV Gölzau I,0,0,ST Hubertus Elsen,ST Hubertus Elsen,Braunschweiger SG 1545,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=7,19.00 Uhr,Luftgewehr,guest
217,4,LG1.BuLi Nord7D,25.11.2017,0,0,SB Freiheit I,SB Freiheit I,0,0,TuS Hilgert,TuS Hilgert,SG Hamm,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=7,16.00 Uhr,Luftgewehr,guest
218,5,LG1.BuLi Nord7E,25.11.2017,0,0,BSV Buer-Bülse I,BSV Buer-Bülse I,0,0,SG Hamm I,SG Hamm I,SG Hamm,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=7,17.30 Uhr,Luftgewehr,guest
219,6,LG1.BuLi Nord7F,25.11.2017,0,0,KKS Nordstemmen I,KKS Nordstemmen I,0,0,SV Wieckenberg,SV Wieckenberg,SG Hamm,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=7,19.00 Uhr,Luftgewehr,guest
220,1,LG1.BuLi Nord8A,09.12.2017,0,0,TuS Hilgert,TuS Hilgert,0,0,BSV Buer-Bülse I,BSV Buer-Bülse I,SG 190 Mengshausen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=8,16.00 Uhr,Luftgewehr,guest
221,2,LG1.BuLi Nord8B,09.12.2017,0,0,KKS Nordstemmen I,KKS Nordstemmen I,0,0,SG 1920 Mengshausen,SG 1920 Mengshausen,SG 190 Mengshausen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=8,17.30 Uhr,Luftgewehr,guest
222,3,LG1.BuLi Nord8C,09.12.2017,0,0,SG Hamm I,SG Hamm I,0,0,SV Wieckenberg,SV Wieckenberg,SG 190 Mengshausen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=8,19.00 Uhr,Luftgewehr,guest
223,4,LG1.BuLi Nord8D,09.12.2017,0,0,Braunschweiger SG 1545,Braunschweiger SG 1545,0,0,SSG Kevelaer,SSG Kevelaer,ST Hubertus Elsen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=8,16.00 Uhr,Luftgewehr,guest
224,5,LG1.BuLi Nord8E,09.12.2017,0,0,SB Freiheit I,SB Freiheit I,0,0,ST Hubertus Elsen,ST Hubertus Elsen,ST Hubertus Elsen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=8,17.30 Uhr,Luftgewehr,guest
225,6,LG1.BuLi Nord8F,09.12.2017,0,0,SV Gölzau I,SV Gölzau I,0,0,Wissener SV,Wissener SV,ST Hubertus Elsen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=8,19.00 Uhr,Luftgewehr,guest
226,1,LG1.BuLi Nord9A,10.12.2017,0,0,TuS Hilgert,TuS Hilgert,0,0,SV Wieckenberg,SV Wieckenberg,SG 190 Mengshausen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=9,10.00 Uhr,Luftgewehr,guest
227,2,LG1.BuLi Nord9B,10.12.2017,0,0,BSV Buer-Bülse I,BSV Buer-Bülse I,0,0,SG 1920 Mengshausen,SG 1920 Mengshausen,SG 190 Mengshausen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=9,11.30 Uhr,Luftgewehr,guest
228,3,LG1.BuLi Nord9C,10.12.2017,0,0,SG Hamm I,SG Hamm I,0,0,KKS Nordstemmen I,KKS Nordstemmen I,SG 190 Mengshausen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=9,13.00 Uhr,Luftgewehr,guest
229,4,LG1.BuLi Nord9D,10.12.2017,0,0,SSG Kevelaer,SSG Kevelaer,0,0,SV Gölzau I,SV Gölzau I,ST Hubertus Elsen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=9,10.00 Uhr,Luftgewehr,guest
230,5,LG1.BuLi Nord9E,10.12.2017,0,0,Wissener SV,Wissener SV,0,0,ST Hubertus Elsen,ST Hubertus Elsen,ST Hubertus Elsen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=9,11.30 Uhr,Luftgewehr,guest
231,6,LG1.BuLi Nord9F,10.12.2017,0,0,Braunschweiger SG 1545,Braunschweiger SG 1545,0,0,SB Freiheit I,SB Freiheit I,ST Hubertus Elsen,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=9,13.00 Uhr,Luftgewehr,guest
232,1,LG1.BuLi Nord10A,13.01.2018,0,0,ST Hubertus Elsen,ST Hubertus Elsen,0,0,SG 1920 Mengshausen,SG 1920 Mengshausen,SSG Kevelaer,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=10,15.00 Uhr,Luftgewehr,guest
233,2,LG1.BuLi Nord10B,13.01.2018,0,0,KKS Nordstemmen I,KKS Nordstemmen I,0,0,SSG Kevelaer,SSG Kevelaer,SSG Kevelaer,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=10,17.00 Uhr,Luftgewehr,guest
234,3,LG1.BuLi Nord10C,13.01.2018,0,0,Braunschweiger SG 1545,Braunschweiger SG 1545,0,0,TuS Hilgert,TuS Hilgert,SSG Kevelaer,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=10,19.00 Uhr,Luftgewehr,guest
235,4,LG1.BuLi Nord10D,13.01.2018,0,0,SV Wieckenberg,SV Wieckenberg,0,0,SV Gölzau I,SV Gölzau I,Wissener SV,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=10,15.00 Uhr,Luftgewehr,guest
236,5,LG1.BuLi Nord10E,13.01.2018,0,0,SG Hamm I,SG Hamm I,0,0,Wissener SV,Wissener SV,Wissener SV,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=10,17.00 Uhr,Luftgewehr,guest
237,6,LG1.BuLi Nord10F,13.01.2018,0,0,BSV Buer-Bülse I,BSV Buer-Bülse I,0,0,SB Freiheit I,SB Freiheit I,Wissener SV,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=10,19.00 Uhr,Luftgewehr,guest
238,1,LG1.BuLi Nord11A,14.01.2018,0,0,SG 1920 Mengshausen,SG 1920 Mengshausen,0,0,Braunschweiger SG 1545,Braunschweiger SG 1545,SSG Kevelaer,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=11,10.00 Uhr,Luftgewehr,guest
239,2,LG1.BuLi Nord11B,14.01.2018,0,0,TuS Hilgert,TuS Hilgert,0,0,SSG Kevelaer,SSG Kevelaer,SSG Kevelaer,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=11,12.00 Uhr,Luftgewehr,guest
240,3,LG1.BuLi Nord11C,14.01.2018,0,0,ST Hubertus Elsen,ST Hubertus Elsen,0,0,KKS Nordstemmen I,KKS Nordstemmen I,SSG Kevelaer,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=11,14.00 Uhr,Luftgewehr,guest
241,4,LG1.BuLi Nord11D,14.01.2018,0,0,SB Freiheit I,SB Freiheit I,0,0,SG Hamm I,SG Hamm I,Wissener SV,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=11,10.00 Uhr,Luftgewehr,guest
242,5,LG1.BuLi Nord11E,14.01.2018,0,0,SV Wieckenberg,SV Wieckenberg,0,0,Wissener SV,Wissener SV,Wissener SV,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=11,12.00 Uhr,Luftgewehr,guest
243,6,LG1.BuLi Nord11F,14.01.2018,0,0,SV Gölzau I,SV Gölzau I,0,0,BSV Buer-Bülse I,BSV Buer-Bülse I,Wissener SV,1.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=6&wettkampf=11,14.00 Uhr,Luftgewehr,guest
244,1,LG1.BuLi Süd1A,14.10.2017,0,0,SV Niederlauterbach,SV Niederlauterbach,0,0,SSVG Brigachtal,SSVG Brigachtal,KKS Königsbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=1,16.00 Uhr,Luftgewehr,guest
245,2,LG1.BuLi Süd1B,14.10.2017,0,0,SSV Kronau,SSV Kronau,0,0,KKS Königsbach,KKS Königsbach,KKS Königsbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=1,17.30 Uhr,Luftgewehr,guest
246,3,LG1.BuLi Süd1C,14.10.2017,0,0,SG Coburg,SG Coburg,0,0,SV Buch,SV Buch,KKS Königsbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=1,19.00 Uhr,Luftgewehr,guest
247,4,LG1.BuLi Süd1D,14.10.2017,0,0,SV Petersaurach,SV Petersaurach,0,0,SV Pfeil Vöhringen,SV Pfeil Vöhringen,Der Bund München,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=1,16.00 Uhr,Luftgewehr,guest
248,5,LG1.BuLi Süd1E,14.10.2017,0,0,Eichenlaub Saltendorf,Eichenlaub Saltendorf,0,0,Der Bund München,Der Bund München,Der Bund München,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=1,17.30 Uhr,Luftgewehr,guest
249,6,LG1.BuLi Süd1F,14.10.2017,0,0,SV Germ. Prittlbach,SV Germ. Prittlbach,0,0,SSG Dynamit-Fürth,SSG Dynamit-Fürth,Der Bund München,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=1,19.00 Uhr,Luftgewehr,guest
250,1,LG1.BuLi Süd2A,15.10.2017,0,0,SV Niederlauterbach,SV Niederlauterbach,0,0,SG Coburg,SG Coburg,KKS Königsbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=2,10.00 Uhr,Luftgewehr,guest
251,2,LG1.BuLi Süd2B,15.10.2017,0,0,SV Buch,SV Buch,0,0,KKS Königsbach,KKS Königsbach,KKS Königsbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=2,11.30 Uhr,Luftgewehr,guest
252,3,LG1.BuLi Süd2C,15.10.2017,0,0,SSVG Brigachtal,SSVG Brigachtal,0,0,SSV Kronau,SSV Kronau,KKS Königsbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=2,13.00 Uhr,Luftgewehr,guest
253,4,LG1.BuLi Süd2D,15.10.2017,0,0,SV Petersaurach,SV Petersaurach,0,0,SV Germ. Prittlbach,SV Germ. Prittlbach,Der Bund München,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=2,10.00 Uhr,Luftgewehr,guest
254,5,LG1.BuLi Süd2E,15.10.2017,0,0,SSG Dynamit-Fürth,SSG Dynamit-Fürth,0,0,Der Bund München,Der Bund München,Der Bund München,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=2,11.30 Uhr,Luftgewehr,guest
255,6,LG1.BuLi Süd2F,15.10.2017,0,0,Eichenlaub Saltendorf,Eichenlaub Saltendorf,0,0,SV Pfeil Vöhringen,SV Pfeil Vöhringen,Der Bund München,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=2,13.00 Uhr,Luftgewehr,guest
256,1,LG1.BuLi Süd3A,28.10.2017,0,0,SSVG Brigachtal,SSVG Brigachtal,0,0,SV Buch,SV Buch,SV Petersaurach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=3,16.00 Uhr,Luftgewehr,guest
257,2,LG1.BuLi Süd3B,28.10.2017,0,0,Der Bund München,Der Bund München,0,0,SV Petersaurach,SV Petersaurach,SV Petersaurach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=3,17.30 Uhr,Luftgewehr,guest
258,3,LG1.BuLi Süd3C,28.10.2017,0,0,SV Pfeil Vöhringen,SV Pfeil Vöhringen,0,0,SSV Kronau,SSV Kronau,SV Petersaurach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=3,19.00 Uhr,Luftgewehr,guest
