,first_name,home,id,last_name,point,position,result,shoot_off,team_full
4270,Sladjan,True,LP1.BuLi Süd1A,Zoran,0,1,376, ,"('SV Peiting',)"
4271,Pavel,False,LP1.BuLi Süd1A,Svetlik,1,1,381, ,"('ESV Weil am Rhein',)"
4272,Steffi,True,LP1.BuLi Süd1A,Böhm,1,2,378, ,"('SV Peiting',)"
4273,Michael,False,LP1.BuLi Süd1A,Schwald,0,2,377, ,"('ESV Weil am Rhein',)"
4274,Georg,True,LP1.BuLi Süd1A,Müller,1,3,380, ,"('SV Peiting',)"
4275,Luca,False,LP1.BuLi Süd1A,Schröder,0,3,378, ,"('ESV Weil am Rhein',)"
4276,Michaela,True,LP1.BuLi Süd1A,Brosselt-Guggemos,0,4,367, ,"('SV Peiting',)"
4277,Christian,False,LP1.BuLi Süd1A,Schebesta,1,4,378, ,"('ESV Weil am Rhein',)"
4278,Fritz,True,LP1.BuLi Süd1A,Aigner,1,5,365,10,"('SV Peiting',)"
4279,Thomas,False,LP1.BuLi Süd1A,Lakner,0,5,365,6,"('ESV Weil am Rhein',)"
4280,Patrik,True,LP1.BuLi Süd1A,Lengerer,0,1,373, ,"('SV Murrhardt-Karnsberg',)"
4281,Petrov,False,LP1.BuLi Süd1A,Dusko,1,1,383, ,"('SV Willmandingen',)"
4282,Leo,True,LP1.BuLi Süd1A,Braun,1,2,371, ,"('SV Murrhardt-Karnsberg',)"
4283,Gabriele,False,LP1.BuLi Süd1A,Haas,0,2,365, ,"('SV Willmandingen',)"
4284,Tobias,True,LP1.BuLi Süd1A,Heider,1,3,379, ,"('SV Murrhardt-Karnsberg',)"
4285,Marco,False,LP1.BuLi Süd1A,Deh,0,3,367, ,"('SV Willmandingen',)"
4286,Wolfgang,True,LP1.BuLi Süd1A,Renner,1,4,373, ,"('SV Murrhardt-Karnsberg',)"
4287,Jürgen,False,LP1.BuLi Süd1A,Flad,0,4,368, ,"('SV Willmandingen',)"
4288,Markus,True,LP1.BuLi Süd1A,Schiller,1,5,367, ,"('SV Murrhardt-Karnsberg',)"
4289,Peter,False,LP1.BuLi Süd1A,Kirstahler,0,5,366, ,"('SV Willmandingen',)"
4290,Axel,True,LP1.BuLi Süd1A,Köhler,0,1,365, ,"('KKS Hambrücken',)"
4291,Abdullah,False,LP1.BuLi Süd1A,Ustaoglu,1,1,376, ,"('Sgi Waldenburg',)"
4292,Patrick,True,LP1.BuLi Süd1A,Göpfrich,1,2,379, ,"('KKS Hambrücken',)"
4293,Philipp,False,LP1.BuLi Süd1A,Käfer,0,2,374, ,"('Sgi Waldenburg',)"
4294,Teresa,True,LP1.BuLi Süd1A,Groß,0,3,368, ,"('KKS Hambrücken',)"
4295,Tobias,False,LP1.BuLi Süd1A,Backes,1,3,373, ,"('Sgi Waldenburg',)"
4296,Glenn Niklas,True,LP1.BuLi Süd1A,Simmank,0,4,362, ,"('KKS Hambrücken',)"
4297,Tobias,False,LP1.BuLi Süd1A,Bumb,1,4,368, ,"('Sgi Waldenburg',)"
4298,Marco,True,LP1.BuLi Süd1A,Wußler,1,5,375, ,"('KKS Hambrücken',)"
4299,Jens,False,LP1.BuLi Süd1A,Klossek,0,5,374, ,"('Sgi Waldenburg',)"
4300,Asgeir,True,LP1.BuLi Süd1B,Sigurgeirsson,1,1,385, ,"('SGi Ludwigsburg',)"
4301,Andreas,False,LP1.BuLi Süd1B,Riedener,0,1,378, ,"('SV Altheim Waldhausen',)"
4302,Florian,True,LP1.BuLi Süd1B,Brunner,1,2,382, ,"('SGi Ludwigsburg',)"
4303,Holger,False,LP1.BuLi Süd1B,Haile,0,2,374, ,"('SV Altheim Waldhausen',)"
4304,Kevin,True,LP1.BuLi Süd1B,Venta,1,3,384, ,"('SGi Ludwigsburg',)"
4305,Philipp,False,LP1.BuLi Süd1B,Wetzel,0,3,380, ,"('SV Altheim Waldhausen',)"
4306,Rene,True,LP1.BuLi Süd1B,Potteck,1,4,373, ,"('SGi Ludwigsburg',)"
4307,Martina,False,LP1.BuLi Süd1B,Sagasser,0,4,369, ,"('SV Altheim Waldhausen',)"
4308,Julia,True,LP1.BuLi Süd1B,Hochmuth,1,5,370, ,"('SGi Ludwigsburg',)"
4309,Christian,False,LP1.BuLi Süd1B,Morar,0,5,368, ,"('SV Altheim Waldhausen',)"
4310,Damir,True,LP1.BuLi Süd1B,Mikec,1,1,383, ,"('SV Kelheim-Gmünd',)"
4311,Dimitrije,False,LP1.BuLi Süd1B,Grgic,0,1,380, ,"('SV Waldkirch',)"
4312,Philipp,True,LP1.BuLi Süd1B,Grimm,0,2,372, ,"('SV Kelheim-Gmünd',)"
4313,Matthias,False,LP1.BuLi Süd1B,Holderried,1,2,375, ,"('SV Waldkirch',)"
4314,Monika,True,LP1.BuLi Süd1B,Karsch,0,3,376, ,"('SV Kelheim-Gmünd',)"
4315,Alexander,False,LP1.BuLi Süd1B,Kindig,1,3,382, ,"('SV Waldkirch',)"
4316,Simon,True,LP1.BuLi Süd1B,Weiß,1,4,374, ,"('SV Kelheim-Gmünd',)"
4317,Michael,False,LP1.BuLi Süd1B,Spindler,0,4,363, ,"('SV Waldkirch',)"
4318,Carina,True,LP1.BuLi Süd1B,Wimmer,1,5,369, ,"('SV Kelheim-Gmünd',)"
4319,Sebastian,False,LP1.BuLi Süd1B,Kugelmann,0,5,364, ,"('SV Waldkirch',)"
4320,Thomas,True,LP1.BuLi Süd1B,Ranzinger,0,1,367, ,"('SG Edelweiß Scheuring',)"
4321,Sandra,False,LP1.BuLi Süd1B,Reiz,1,1,373, ,"('SSG Dynamit Fürth',)"
4322,Oliver,True,LP1.BuLi Süd1B,Balg,1,2,375, ,"('SG Edelweiß Scheuring',)"
4323,Heidi,False,LP1.BuLi Süd1B,Diethelm Gerber,0,2,371, ,"('SSG Dynamit Fürth',)"
4324,Philipp,True,LP1.BuLi Süd1B,Ranzinger,0,3,361, ,"('SG Edelweiß Scheuring',)"
4325,Claudia,False,LP1.BuLi Süd1B,Verdicchio-Krause,1,3,375, ,"('SSG Dynamit Fürth',)"
4326,Sebastian,True,LP1.BuLi Süd1B,Heinisch,0,4,369, ,"('SG Edelweiß Scheuring',)"
4327,Kathrin,False,LP1.BuLi Süd1B,Pfundstein,1,4,376, ,"('SSG Dynamit Fürth',)"
4328,Klaus,True,LP1.BuLi Süd1B,Hopfensitz,0,5,363, ,"('SG Edelweiß Scheuring',)"
4329,Johann,False,LP1.BuLi Süd1B,Walser,1,5,365, ,"('SSG Dynamit Fürth',)"
4330,Sladjan,True,LP1.BuLi Süd1B,Zoran,0,1,376, ,"('SV Peiting',)"
4331,Pavel,False,LP1.BuLi Süd1B,Svetlik,1,1,381, ,"('ESV Weil am Rhein',)"
4332,Steffi,True,LP1.BuLi Süd1B,Böhm,1,2,378, ,"('SV Peiting',)"
4333,Michael,False,LP1.BuLi Süd1B,Schwald,0,2,377, ,"('ESV Weil am Rhein',)"
4334,Georg,True,LP1.BuLi Süd1B,Müller,1,3,380, ,"('SV Peiting',)"
4335,Luca,False,LP1.BuLi Süd1B,Schröder,0,3,378, ,"('ESV Weil am Rhein',)"
4336,Michaela,True,LP1.BuLi Süd1B,Brosselt-Guggemos,0,4,367, ,"('SV Peiting',)"
4337,Christian,False,LP1.BuLi Süd1B,Schebesta,1,4,378, ,"('ESV Weil am Rhein',)"
4338,Fritz,True,LP1.BuLi Süd1B,Aigner,1,5,365,10,"('SV Peiting',)"
4339,Thomas,False,LP1.BuLi Süd1B,Lakner,0,5,365,6,"('ESV Weil am Rhein',)"
4340,Patrik,True,LP1.BuLi Süd1B,Lengerer,0,1,373, ,"('SV Murrhardt-Karnsberg',)"
4341,Petrov,False,LP1.BuLi Süd1B,Dusko,1,1,383, ,"('SV Willmandingen',)"
4342,Leo,True,LP1.BuLi Süd1B,Braun,1,2,371, ,"('SV Murrhardt-Karnsberg',)"
4343,Gabriele,False,LP1.BuLi Süd1B,Haas,0,2,365, ,"('SV Willmandingen',)"
4344,Tobias,True,LP1.BuLi Süd1B,Heider,1,3,379, ,"('SV Murrhardt-Karnsberg',)"
4345,Marco,False,LP1.BuLi Süd1B,Deh,0,3,367, ,"('SV Willmandingen',)"
4346,Wolfgang,True,LP1.BuLi Süd1B,Renner,1,4,373, ,"('SV Murrhardt-Karnsberg',)"
4347,Jürgen,False,LP1.BuLi Süd1B,Flad,0,4,368, ,"('SV Willmandingen',)"
4348,Markus,True,LP1.BuLi Süd1B,Schiller,1,5,367, ,"('SV Murrhardt-Karnsberg',)"
4349,Peter,False,LP1.BuLi Süd1B,Kirstahler,0,5,366, ,"('SV Willmandingen',)"
4350,Axel,True,LP1.BuLi Süd1B,Köhler,0,1,365, ,"('KKS Hambrücken',)"
4351,Abdullah,False,LP1.BuLi Süd1B,Ustaoglu,1,1,376, ,"('Sgi Waldenburg',)"
4352,Patrick,True,LP1.BuLi Süd1B,Göpfrich,1,2,379, ,"('KKS Hambrücken',)"
4353,Philipp,False,LP1.BuLi Süd1B,Käfer,0,2,374, ,"('Sgi Waldenburg',)"
4354,Teresa,True,LP1.BuLi Süd1B,Groß,0,3,368, ,"('KKS Hambrücken',)"
4355,Tobias,False,LP1.BuLi Süd1B,Backes,1,3,373, ,"('Sgi Waldenburg',)"
4356,Glenn Niklas,True,LP1.BuLi Süd1B,Simmank,0,4,362, ,"('KKS Hambrücken',)"
4357,Tobias,False,LP1.BuLi Süd1B,Bumb,1,4,368, ,"('Sgi Waldenburg',)"
4358,Marco,True,LP1.BuLi Süd1B,Wußler,1,5,375, ,"('KKS Hambrücken',)"
4359,Jens,False,LP1.BuLi Süd1B,Klossek,0,5,374, ,"('Sgi Waldenburg',)"
4360,Asgeir,True,LP1.BuLi Süd1C,Sigurgeirsson,1,1,385, ,"('SGi Ludwigsburg',)"
4361,Andreas,False,LP1.BuLi Süd1C,Riedener,0,1,378, ,"('SV Altheim Waldhausen',)"
4362,Florian,True,LP1.BuLi Süd1C,Brunner,1,2,382, ,"('SGi Ludwigsburg',)"
4363,Holger,False,LP1.BuLi Süd1C,Haile,0,2,374, ,"('SV Altheim Waldhausen',)"
4364,Kevin,True,LP1.BuLi Süd1C,Venta,1,3,384, ,"('SGi Ludwigsburg',)"
4365,Philipp,False,LP1.BuLi Süd1C,Wetzel,0,3,380, ,"('SV Altheim Waldhausen',)"
4366,Rene,True,LP1.BuLi Süd1C,Potteck,1,4,373, ,"('SGi Ludwigsburg',)"
4367,Martina,False,LP1.BuLi Süd1C,Sagasser,0,4,369, ,"('SV Altheim Waldhausen',)"
4368,Julia,True,LP1.BuLi Süd1C,Hochmuth,1,5,370, ,"('SGi Ludwigsburg',)"
4369,Christian,False,LP1.BuLi Süd1C,Morar,0,5,368, ,"('SV Altheim Waldhausen',)"
4370,Damir,True,LP1.BuLi Süd1C,Mikec,1,1,383, ,"('SV Kelheim-Gmünd',)"
4371,Dimitrije,False,LP1.BuLi Süd1C,Grgic,0,1,380, ,"('SV Waldkirch',)"
4372,Philipp,True,LP1.BuLi Süd1C,Grimm,0,2,372, ,"('SV Kelheim-Gmünd',)"
4373,Matthias,False,LP1.BuLi Süd1C,Holderried,1,2,375, ,"('SV Waldkirch',)"
4374,Monika,True,LP1.BuLi Süd1C,Karsch,0,3,376, ,"('SV Kelheim-Gmünd',)"
4375,Alexander,False,LP1.BuLi Süd1C,Kindig,1,3,382, ,"('SV Waldkirch',)"
4376,Simon,True,LP1.BuLi Süd1C,Weiß,1,4,374, ,"('SV Kelheim-Gmünd',)"
4377,Michael,False,LP1.BuLi Süd1C,Spindler,0,4,363, ,"('SV Waldkirch',)"
4378,Carina,True,LP1.BuLi Süd1C,Wimmer,1,5,369, ,"('SV Kelheim-Gmünd',)"
4379,Sebastian,False,LP1.BuLi Süd1C,Kugelmann,0,5,364, ,"('SV Waldkirch',)"
4380,Thomas,True,LP1.BuLi Süd1C,Ranzinger,0,1,367, ,"('SG Edelweiß Scheuring',)"
4381,Sandra,False,LP1.BuLi Süd1C,Reiz,1,1,373, ,"('SSG Dynamit Fürth',)"
4382,Oliver,True,LP1.BuLi Süd1C,Balg,1,2,375, ,"('SG Edelweiß Scheuring',)"
4383,Heidi,False,LP1.BuLi Süd1C,Diethelm Gerber,0,2,371, ,"('SSG Dynamit Fürth',)"
4384,Philipp,True,LP1.BuLi Süd1C,Ranzinger,0,3,361, ,"('SG Edelweiß Scheuring',)"
4385,Claudia,False,LP1.BuLi Süd1C,Verdicchio-Krause,1,3,375, ,"('SSG Dynamit Fürth',)"
4386,Sebastian,True,LP1.BuLi Süd1C,Heinisch,0,4,369, ,"('SG Edelweiß Scheuring',)"
4387,Kathrin,False,LP1.BuLi Süd1C,Pfundstein,1,4,376, ,"('SSG Dynamit Fürth',)"
4388,Klaus,True,LP1.BuLi Süd1C,Hopfensitz,0,5,363, ,"('SG Edelweiß Scheuring',)"
4389,Johann,False,LP1.BuLi Süd1C,Walser,1,5,365, ,"('SSG Dynamit Fürth',)"
4390,Sladjan,True,LP1.BuLi Süd1C,Zoran,0,1,376, ,"('SV Peiting',)"
4391,Pavel,False,LP1.BuLi Süd1C,Svetlik,1,1,381, ,"('ESV Weil am Rhein',)"
4392,Steffi,True,LP1.BuLi Süd1C,Böhm,1,2,378, ,"('SV Peiting',)"
4393,Michael,False,LP1.BuLi Süd1C,Schwald,0,2,377, ,"('ESV Weil am Rhein',)"
4394,Georg,True,LP1.BuLi Süd1C,Müller,1,3,380, ,"('SV Peiting',)"
4395,Luca,False,LP1.BuLi Süd1C,Schröder,0,3,378, ,"('ESV Weil am Rhein',)"
4396,Michaela,True,LP1.BuLi Süd1C,Brosselt-Guggemos,0,4,367, ,"('SV Peiting',)"
4397,Christian,False,LP1.BuLi Süd1C,Schebesta,1,4,378, ,"('ESV Weil am Rhein',)"
4398,Fritz,True,LP1.BuLi Süd1C,Aigner,1,5,365,10,"('SV Peiting',)"
4399,Thomas,False,LP1.BuLi Süd1C,Lakner,0,5,365,6,"('ESV Weil am Rhein',)"
4400,Patrik,True,LP1.BuLi Süd1C,Lengerer,0,1,373, ,"('SV Murrhardt-Karnsberg',)"
4401,Petrov,False,LP1.BuLi Süd1C,Dusko,1,1,383, ,"('SV Willmandingen',)"
4402,Leo,True,LP1.BuLi Süd1C,Braun,1,2,371, ,"('SV Murrhardt-Karnsberg',)"
4403,Gabriele,False,LP1.BuLi Süd1C,Haas,0,2,365, ,"('SV Willmandingen',)"
4404,Tobias,True,LP1.BuLi Süd1C,Heider,1,3,379, ,"('SV Murrhardt-Karnsberg',)"
4405,Marco,False,LP1.BuLi Süd1C,Deh,0,3,367, ,"('SV Willmandingen',)"
4406,Wolfgang,True,LP1.BuLi Süd1C,Renner,1,4,373, ,"('SV Murrhardt-Karnsberg',)"
4407,Jürgen,False,LP1.BuLi Süd1C,Flad,0,4,368, ,"('SV Willmandingen',)"
4408,Markus,True,LP1.BuLi Süd1C,Schiller,1,5,367, ,"('SV Murrhardt-Karnsberg',)"
4409,Peter,False,LP1.BuLi Süd1C,Kirstahler,0,5,366, ,"('SV Willmandingen',)"
4410,Axel,True,LP1.BuLi Süd1C,Köhler,0,1,365, ,"('KKS Hambrücken',)"
4411,Abdullah,False,LP1.BuLi Süd1C,Ustaoglu,1,1,376, ,"('Sgi Waldenburg',)"
4412,Patrick,True,LP1.BuLi Süd1C,Göpfrich,1,2,379, ,"('KKS Hambrücken',)"
4413,Philipp,False,LP1.BuLi Süd1C,Käfer,0,2,374, ,"('Sgi Waldenburg',)"
4414,Teresa,True,LP1.BuLi Süd1C,Groß,0,3,368, ,"('KKS Hambrücken',)"
4415,Tobias,False,LP1.BuLi Süd1C,Backes,1,3,373, ,"('Sgi Waldenburg',)"
4416,Glenn Niklas,True,LP1.BuLi Süd1C,Simmank,0,4,362, ,"('KKS Hambrücken',)"
4417,Tobias,False,LP1.BuLi Süd1C,Bumb,1,4,368, ,"('Sgi Waldenburg',)"
4418,Marco,True,LP1.BuLi Süd1C,Wußler,1,5,375, ,"('KKS Hambrücken',)"
4419,Jens,False,LP1.BuLi Süd1C,Klossek,0,5,374, ,"('Sgi Waldenburg',)"
4420,Asgeir,True,LP1.BuLi Süd1D,Sigurgeirsson,1,1,385, ,"('SGi Ludwigsburg',)"
4421,Andreas,False,LP1.BuLi Süd1D,Riedener,0,1,378, ,"('SV Altheim Waldhausen',)"
4422,Florian,True,LP1.BuLi Süd1D,Brunner,1,2,382, ,"('SGi Ludwigsburg',)"
4423,Holger,False,LP1.BuLi Süd1D,Haile,0,2,374, ,"('SV Altheim Waldhausen',)"
4424,Kevin,True,LP1.BuLi Süd1D,Venta,1,3,384, ,"('SGi Ludwigsburg',)"
4425,Philipp,False,LP1.BuLi Süd1D,Wetzel,0,3,380, ,"('SV Altheim Waldhausen',)"
4426,Rene,True,LP1.BuLi Süd1D,Potteck,1,4,373, ,"('SGi Ludwigsburg',)"
4427,Martina,False,LP1.BuLi Süd1D,Sagasser,0,4,369, ,"('SV Altheim Waldhausen',)"
4428,Julia,True,LP1.BuLi Süd1D,Hochmuth,1,5,370, ,"('SGi Ludwigsburg',)"
4429,Christian,False,LP1.BuLi Süd1D,Morar,0,5,368, ,"('SV Altheim Waldhausen',)"
4430,Damir,True,LP1.BuLi Süd1D,Mikec,1,1,383, ,"('SV Kelheim-Gmünd',)"
4431,Dimitrije,False,LP1.BuLi Süd1D,Grgic,0,1,380, ,"('SV Waldkirch',)"
4432,Philipp,True,LP1.BuLi Süd1D,Grimm,0,2,372, ,"('SV Kelheim-Gmünd',)"
4433,Matthias,False,LP1.BuLi Süd1D,Holderried,1,2,375, ,"('SV Waldkirch',)"
4434,Monika,True,LP1.BuLi Süd1D,Karsch,0,3,376, ,"('SV Kelheim-Gmünd',)"
4435,Alexander,False,LP1.BuLi Süd1D,Kindig,1,3,382, ,"('SV Waldkirch',)"
4436,Simon,True,LP1.BuLi Süd1D,Weiß,1,4,374, ,"('SV Kelheim-Gmünd',)"
4437,Michael,False,LP1.BuLi Süd1D,Spindler,0,4,363, ,"('SV Waldkirch',)"
4438,Carina,True,LP1.BuLi Süd1D,Wimmer,1,5,369, ,"('SV Kelheim-Gmünd',)"
4439,Sebastian,False,LP1.BuLi Süd1D,Kugelmann,0,5,364, ,"('SV Waldkirch',)"
4440,Thomas,True,LP1.BuLi Süd1D,Ranzinger,0,1,367, ,"('SG Edelweiß Scheuring',)"
4441,Sandra,False,LP1.BuLi Süd1D,Reiz,1,1,373, ,"('SSG Dynamit Fürth',)"
4442,Oliver,True,LP1.BuLi Süd1D,Balg,1,2,375, ,"('SG Edelweiß Scheuring',)"
4443,Heidi,False,LP1.BuLi Süd1D,Diethelm Gerber,0,2,371, ,"('SSG Dynamit Fürth',)"
4444,Philipp,True,LP1.BuLi Süd1D,Ranzinger,0,3,361, ,"('SG Edelweiß Scheuring',)"
4445,Claudia,False,LP1.BuLi Süd1D,Verdicchio-Krause,1,3,375, ,"('SSG Dynamit Fürth',)"
4446,Sebastian,True,LP1.BuLi Süd1D,Heinisch,0,4,369, ,"('SG Edelweiß Scheuring',)"
4447,Kathrin,False,LP1.BuLi Süd1D,Pfundstein,1,4,376, ,"('SSG Dynamit Fürth',)"
4448,Klaus,True,LP1.BuLi Süd1D,Hopfensitz,0,5,363, ,"('SG Edelweiß Scheuring',)"
4449,Johann,False,LP1.BuLi Süd1D,Walser,1,5,365, ,"('SSG Dynamit Fürth',)"
4450,Sladjan,True,LP1.BuLi Süd1D,Zoran,0,1,376, ,"('SV Peiting',)"
4451,Pavel,False,LP1.BuLi Süd1D,Svetlik,1,1,381, ,"('ESV Weil am Rhein',)"
4452,Steffi,True,LP1.BuLi Süd1D,Böhm,1,2,378, ,"('SV Peiting',)"
4453,Michael,False,LP1.BuLi Süd1D,Schwald,0,2,377, ,"('ESV Weil am Rhein',)"
4454,Georg,True,LP1.BuLi Süd1D,Müller,1,3,380, ,"('SV Peiting',)"
4455,Luca,False,LP1.BuLi Süd1D,Schröder,0,3,378, ,"('ESV Weil am Rhein',)"
4456,Michaela,True,LP1.BuLi Süd1D,Brosselt-Guggemos,0,4,367, ,"('SV Peiting',)"
4457,Christian,False,LP1.BuLi Süd1D,Schebesta,1,4,378, ,"('ESV Weil am Rhein',)"
4458,Fritz,True,LP1.BuLi Süd1D,Aigner,1,5,365,10,"('SV Peiting',)"
4459,Thomas,False,LP1.BuLi Süd1D,Lakner,0,5,365,6,"('ESV Weil am Rhein',)"
4460,Patrik,True,LP1.BuLi Süd1D,Lengerer,0,1,373, ,"('SV Murrhardt-Karnsberg',)"
4461,Petrov,False,LP1.BuLi Süd1D,Dusko,1,1,383, ,"('SV Willmandingen',)"
4462,Leo,True,LP1.BuLi Süd1D,Braun,1,2,371, ,"('SV Murrhardt-Karnsberg',)"
4463,Gabriele,False,LP1.BuLi Süd1D,Haas,0,2,365, ,"('SV Willmandingen',)"
4464,Tobias,True,LP1.BuLi Süd1D,Heider,1,3,379, ,"('SV Murrhardt-Karnsberg',)"
4465,Marco,False,LP1.BuLi Süd1D,Deh,0,3,367, ,"('SV Willmandingen',)"
4466,Wolfgang,True,LP1.BuLi Süd1D,Renner,1,4,373, ,"('SV Murrhardt-Karnsberg',)"
4467,Jürgen,False,LP1.BuLi Süd1D,Flad,0,4,368, ,"('SV Willmandingen',)"
4468,Markus,True,LP1.BuLi Süd1D,Schiller,1,5,367, ,"('SV Murrhardt-Karnsberg',)"
4469,Peter,False,LP1.BuLi Süd1D,Kirstahler,0,5,366, ,"('SV Willmandingen',)"
4470,Axel,True,LP1.BuLi Süd1D,Köhler,0,1,365, ,"('KKS Hambrücken',)"
4471,Abdullah,False,LP1.BuLi Süd1D,Ustaoglu,1,1,376, ,"('Sgi Waldenburg',)"
4472,Patrick,True,LP1.BuLi Süd1D,Göpfrich,1,2,379, ,"('KKS Hambrücken',)"
4473,Philipp,False,LP1.BuLi Süd1D,Käfer,0,2,374, ,"('Sgi Waldenburg',)"
4474,Teresa,True,LP1.BuLi Süd1D,Groß,0,3,368, ,"('KKS Hambrücken',)"
4475,Tobias,False,LP1.BuLi Süd1D,Backes,1,3,373, ,"('Sgi Waldenburg',)"
4476,Glenn Niklas,True,LP1.BuLi Süd1D,Simmank,0,4,362, ,"('KKS Hambrücken',)"
4477,Tobias,False,LP1.BuLi Süd1D,Bumb,1,4,368, ,"('Sgi Waldenburg',)"
4478,Marco,True,LP1.BuLi Süd1D,Wußler,1,5,375, ,"('KKS Hambrücken',)"
4479,Jens,False,LP1.BuLi Süd1D,Klossek,0,5,374, ,"('Sgi Waldenburg',)"
4480,Asgeir,True,LP1.BuLi Süd1E,Sigurgeirsson,1,1,385, ,"('SGi Ludwigsburg',)"
4481,Andreas,False,LP1.BuLi Süd1E,Riedener,0,1,378, ,"('SV Altheim Waldhausen',)"
4482,Florian,True,LP1.BuLi Süd1E,Brunner,1,2,382, ,"('SGi Ludwigsburg',)"
4483,Holger,False,LP1.BuLi Süd1E,Haile,0,2,374, ,"('SV Altheim Waldhausen',)"
4484,Kevin,True,LP1.BuLi Süd1E,Venta,1,3,384, ,"('SGi Ludwigsburg',)"
4485,Philipp,False,LP1.BuLi Süd1E,Wetzel,0,3,380, ,"('SV Altheim Waldhausen',)"
4486,Rene,True,LP1.BuLi Süd1E,Potteck,1,4,373, ,"('SGi Ludwigsburg',)"
4487,Martina,False,LP1.BuLi Süd1E,Sagasser,0,4,369, ,"('SV Altheim Waldhausen',)"
4488,Julia,True,LP1.BuLi Süd1E,Hochmuth,1,5,370, ,"('SGi Ludwigsburg',)"
4489,Christian,False,LP1.BuLi Süd1E,Morar,0,5,368, ,"('SV Altheim Waldhausen',)"
4490,Damir,True,LP1.BuLi Süd1E,Mikec,1,1,383, ,"('SV Kelheim-Gmünd',)"
4491,Dimitrije,False,LP1.BuLi Süd1E,Grgic,0,1,380, ,"('SV Waldkirch',)"
4492,Philipp,True,LP1.BuLi Süd1E,Grimm,0,2,372, ,"('SV Kelheim-Gmünd',)"
4493,Matthias,False,LP1.BuLi Süd1E,Holderried,1,2,375, ,"('SV Waldkirch',)"
4494,Monika,True,LP1.BuLi Süd1E,Karsch,0,3,376, ,"('SV Kelheim-Gmünd',)"
4495,Alexander,False,LP1.BuLi Süd1E,Kindig,1,3,382, ,"('SV Waldkirch',)"
4496,Simon,True,LP1.BuLi Süd1E,Weiß,1,4,374, ,"('SV Kelheim-Gmünd',)"
4497,Michael,False,LP1.BuLi Süd1E,Spindler,0,4,363, ,"('SV Waldkirch',)"
4498,Carina,True,LP1.BuLi Süd1E,Wimmer,1,5,369, ,"('SV Kelheim-Gmünd',)"
4499,Sebastian,False,LP1.BuLi Süd1E,Kugelmann,0,5,364, ,"('SV Waldkirch',)"
4500,Thomas,True,LP1.BuLi Süd1E,Ranzinger,0,1,367, ,"('SG Edelweiß Scheuring',)"
4501,Sandra,False,LP1.BuLi Süd1E,Reiz,1,1,373, ,"('SSG Dynamit Fürth',)"
4502,Oliver,True,LP1.BuLi Süd1E,Balg,1,2,375, ,"('SG Edelweiß Scheuring',)"
4503,Heidi,False,LP1.BuLi Süd1E,Diethelm Gerber,0,2,371, ,"('SSG Dynamit Fürth',)"
4504,Philipp,True,LP1.BuLi Süd1E,Ranzinger,0,3,361, ,"('SG Edelweiß Scheuring',)"
4505,Claudia,False,LP1.BuLi Süd1E,Verdicchio-Krause,1,3,375, ,"('SSG Dynamit Fürth',)"
4506,Sebastian,True,LP1.BuLi Süd1E,Heinisch,0,4,369, ,"('SG Edelweiß Scheuring',)"
4507,Kathrin,False,LP1.BuLi Süd1E,Pfundstein,1,4,376, ,"('SSG Dynamit Fürth',)"
4508,Klaus,True,LP1.BuLi Süd1E,Hopfensitz,0,5,363, ,"('SG Edelweiß Scheuring',)"
4509,Johann,False,LP1.BuLi Süd1E,Walser,1,5,365, ,"('SSG Dynamit Fürth',)"
4510,Sladjan,True,LP1.BuLi Süd1E,Zoran,0,1,376, ,"('SV Peiting',)"
4511,Pavel,False,LP1.BuLi Süd1E,Svetlik,1,1,381, ,"('ESV Weil am Rhein',)"
4512,Steffi,True,LP1.BuLi Süd1E,Böhm,1,2,378, ,"('SV Peiting',)"
4513,Michael,False,LP1.BuLi Süd1E,Schwald,0,2,377, ,"('ESV Weil am Rhein',)"
4514,Georg,True,LP1.BuLi Süd1E,Müller,1,3,380, ,"('SV Peiting',)"
4515,Luca,False,LP1.BuLi Süd1E,Schröder,0,3,378, ,"('ESV Weil am Rhein',)"
4516,Michaela,True,LP1.BuLi Süd1E,Brosselt-Guggemos,0,4,367, ,"('SV Peiting',)"
4517,Christian,False,LP1.BuLi Süd1E,Schebesta,1,4,378, ,"('ESV Weil am Rhein',)"
4518,Fritz,True,LP1.BuLi Süd1E,Aigner,1,5,365,10,"('SV Peiting',)"
4519,Thomas,False,LP1.BuLi Süd1E,Lakner,0,5,365,6,"('ESV Weil am Rhein',)"
4520,Patrik,True,LP1.BuLi Süd1E,Lengerer,0,1,373, ,"('SV Murrhardt-Karnsberg',)"
4521,Petrov,False,LP1.BuLi Süd1E,Dusko,1,1,383, ,"('SV Willmandingen',)"
4522,Leo,True,LP1.BuLi Süd1E,Braun,1,2,371, ,"('SV Murrhardt-Karnsberg',)"
4523,Gabriele,False,LP1.BuLi Süd1E,Haas,0,2,365, ,"('SV Willmandingen',)"
4524,Tobias,True,LP1.BuLi Süd1E,Heider,1,3,379, ,"('SV Murrhardt-Karnsberg',)"
4525,Marco,False,LP1.BuLi Süd1E,Deh,0,3,367, ,"('SV Willmandingen',)"
4526,Wolfgang,True,LP1.BuLi Süd1E,Renner,1,4,373, ,"('SV Murrhardt-Karnsberg',)"
4527,Jürgen,False,LP1.BuLi Süd1E,Flad,0,4,368, ,"('SV Willmandingen',)"
